id,date,domainId,serviceId,environment,costAmount
cost-2964,2025-07-17,clearwater-trade,lambda,prod,161.96
cost-2965,2025-07-17,clearwater-trade,eks,dev,55.95
cost-2966,2025-07-17,clearwater-trade,eks,uat,91.55
cost-2967,2025-07-17,clearwater-trade,eks,prod,399.87
cost-2968,2025-07-17,clearwater-trade,cloudwatch,dev,14.50
cost-2969,2025-07-17,clearwater-trade,cloudwatch,uat,27.18
cost-2970,2025-07-17,clearwater-trade,cloudwatch,prod,84.41
cost-2971,2025-07-17,clearwater-settlement,ec2,dev,57.92
cost-2972,2025-07-17,clearwater-settlement,ec2,uat,125.57
cost-2973,2025-07-17,clearwater-settlement,ec2,prod,540.65
cost-2974,2025-07-17,clearwater-settlement,rds,dev,69.25
cost-2975,2025-07-17,clearwater-settlement,rds,uat,123.43
cost-2976,2025-07-17,clearwater-settlement,rds,prod,412.12
cost-2977,2025-07-17,clearwater-settlement,s3,dev,16.28
cost-2978,2025-07-17,clearwater-settlement,s3,uat,36.74
cost-2979,2025-07-17,clearwater-settlement,s3,prod,136.95
cost-2980,2025-07-17,clearwater-settlement,lambda,dev,24.08
cost-2981,2025-07-17,clearwater-settlement,lambda,uat,61.12
cost-2982,2025-07-17,clearwater-settlement,lambda,prod,209.51
cost-2983,2025-07-17,clearwater-settlement,eks,dev,32.27
cost-2984,2025-07-17,clearwater-settlement,eks,uat,62.56
cost-2985,2025-07-17,clearwater-settlement,eks,prod,223.58
cost-2986,2025-07-17,clearwater-settlement,cloudwatch,dev,10.64
cost-2987,2025-07-17,clearwater-settlement,cloudwatch,uat,19.64
cost-2988,2025-07-17,clearwater-settlement,cloudwatch,prod,72.59
cost-2989,2025-07-17,clearwater-sales,ec2,dev,33.39
cost-2990,2025-07-17,clearwater-sales,ec2,uat,68.52
cost-2991,2025-07-17,clearwater-sales,ec2,prod,241.32
cost-2992,2025-07-17,clearwater-sales,rds,dev,18.06
cost-2993,2025-07-17,clearwater-sales,rds,uat,31.31
cost-2994,2025-07-17,clearwater-sales,rds,prod,120.84
cost-2995,2025-07-17,clearwater-sales,s3,dev,15.55
cost-2996,2025-07-17,clearwater-sales,s3,uat,27.07
cost-2997,2025-07-17,clearwater-sales,s3,prod,96.32
cost-2998,2025-07-17,clearwater-sales,lambda,dev,37.89
cost-2999,2025-07-17,clearwater-sales,lambda,uat,79.03
cost-3000,2025-07-17,clearwater-sales,lambda,prod,256.46
cost-3001,2025-07-17,clearwater-sales,eks,dev,13.92
cost-3002,2025-07-17,clearwater-sales,eks,uat,24.59
cost-3003,2025-07-17,clearwater-sales,eks,prod,91.37
cost-3004,2025-07-17,clearwater-sales,cloudwatch,dev,8.40
cost-3005,2025-07-17,clearwater-sales,cloudwatch,uat,19.23
cost-3006,2025-07-17,clearwater-sales,cloudwatch,prod,74.96
cost-3007,2025-07-17,clearwater-collateral,ec2,dev,14.33
cost-3008,2025-07-17,clearwater-collateral,ec2,uat,30.75
cost-3009,2025-07-17,clearwater-collateral,ec2,prod,94.89
cost-3010,2025-07-17,clearwater-collateral,rds,dev,33.08
cost-3011,2025-07-17,clearwater-collateral,rds,uat,60.65
cost-3012,2025-07-17,clearwater-collateral,rds,prod,213.23
cost-3013,2025-07-17,clearwater-collateral,s3,dev,30.37
cost-3014,2025-07-17,clearwater-collateral,s3,uat,61.81
cost-3015,2025-07-17,clearwater-collateral,s3,prod,209.48
cost-3016,2025-07-17,clearwater-collateral,lambda,dev,7.22
cost-3017,2025-07-17,clearwater-collateral,lambda,uat,16.44
cost-3018,2025-07-17,clearwater-collateral,lambda,prod,51.45
cost-3019,2025-07-17,clearwater-collateral,eks,dev,6.46
cost-3020,2025-07-17,clearwater-collateral,eks,uat,14.25
cost-3021,2025-07-17,clearwater-collateral,eks,prod,47.49
cost-3022,2025-07-17,clearwater-collateral,cloudwatch,dev,4.20
cost-3023,2025-07-17,clearwater-collateral,cloudwatch,uat,9.44
cost-3024,2025-07-17,clearwater-collateral,cloudwatch,prod,27.93
cost-3025,2025-07-18,clearwater-trade,ec2,dev,83.21
cost-3026,2025-07-18,clearwater-trade,ec2,uat,178.23
cost-3027,2025-07-18,clearwater-trade,ec2,prod,558.40
cost-3028,2025-07-18,clearwater-trade,rds,dev,54.97
cost-3029,2025-07-18,clearwater-trade,rds,uat,119.42
cost-3030,2025-07-18,clearwater-trade,rds,prod,431.99
cost-3031,2025-07-18,clearwater-trade,s3,dev,11.94
cost-3032,2025-07-18,clearwater-trade,s3,uat,26.43
cost-3033,2025-07-18,clearwater-trade,s3,prod,77.10
cost-3034,2025-07-18,clearwater-trade,lambda,dev,22.01
cost-3035,2025-07-18,clearwater-trade,lambda,uat,44.96
cost-3036,2025-07-18,clearwater-trade,lambda,prod,163.29
cost-3037,2025-07-18,clearwater-trade,eks,dev,51.23
cost-3038,2025-07-18,clearwater-trade,eks,uat,107.66
cost-3039,2025-07-18,clearwater-trade,eks,prod,360.62
cost-3040,2025-07-18,clearwater-trade,cloudwatch,dev,13.54
cost-3041,2025-07-18,clearwater-trade,cloudwatch,uat,26.58
cost-3042,2025-07-18,clearwater-trade,cloudwatch,prod,95.24
cost-3043,2025-07-18,clearwater-settlement,ec2,dev,60.85
cost-3044,2025-07-18,clearwater-settlement,ec2,uat,128.69
cost-3045,2025-07-18,clearwater-settlement,ec2,prod,408.09
cost-3046,2025-07-18,clearwater-settlement,rds,dev,60.46
cost-3047,2025-07-18,clearwater-settlement,rds,uat,142.77
cost-3048,2025-07-18,clearwater-settlement,rds,prod,497.90
cost-3049,2025-07-18,clearwater-settlement,s3,dev,16.17
cost-3050,2025-07-18,clearwater-settlement,s3,uat,32.75
cost-3051,2025-07-18,clearwater-settlement,s3,prod,129.78
cost-3052,2025-07-18,clearwater-settlement,lambda,dev,26.28
cost-3053,2025-07-18,clearwater-settlement,lambda,uat,46.45
cost-3054,2025-07-18,clearwater-settlement,lambda,prod,181.99
cost-3055,2025-07-18,clearwater-settlement,eks,dev,30.06
cost-3056,2025-07-18,clearwater-settlement,eks,uat,64.09
cost-3057,2025-07-18,clearwater-settlement,eks,prod,247.73
cost-3058,2025-07-18,clearwater-settlement,cloudwatch,dev,10.97
cost-3059,2025-07-18,clearwater-settlement,cloudwatch,uat,20.81
cost-3060,2025-07-18,clearwater-settlement,cloudwatch,prod,81.91
cost-3061,2025-07-18,clearwater-sales,ec2,dev,34.77
cost-3062,2025-07-18,clearwater-sales,ec2,uat,56.92
cost-3063,2025-07-18,clearwater-sales,ec2,prod,181.62
cost-3064,2025-07-18,clearwater-sales,rds,dev,17.19
cost-3065,2025-07-18,clearwater-sales,rds,uat,37.62
cost-3066,2025-07-18,clearwater-sales,rds,prod,139.22
cost-3067,2025-07-18,clearwater-sales,s3,dev,12.61
cost-3068,2025-07-18,clearwater-sales,s3,uat,25.68
cost-3069,2025-07-18,clearwater-sales,s3,prod,104.24
cost-3070,2025-07-18,clearwater-sales,lambda,dev,40.92
cost-3071,2025-07-18,clearwater-sales,lambda,uat,72.37
cost-3072,2025-07-18,clearwater-sales,lambda,prod,239.30
cost-3073,2025-07-18,clearwater-sales,eks,dev,11.31
cost-3074,2025-07-18,clearwater-sales,eks,uat,21.60
cost-3075,2025-07-18,clearwater-sales,eks,prod,84.62
cost-3076,2025-07-18,clearwater-sales,cloudwatch,dev,10.19
cost-3077,2025-07-18,clearwater-sales,cloudwatch,uat,18.30
cost-3078,2025-07-18,clearwater-sales,cloudwatch,prod,59.06
cost-3079,2025-07-18,clearwater-collateral,ec2,dev,12.02
cost-3080,2025-07-18,clearwater-collateral,ec2,uat,23.56
cost-3081,2025-07-18,clearwater-collateral,ec2,prod,90.94
cost-3082,2025-07-18,clearwater-collateral,rds,dev,29.75
cost-3083,2025-07-18,clearwater-collateral,rds,uat,70.76
cost-3084,2025-07-18,clearwater-collateral,rds,prod,189.70
cost-3085,2025-07-18,clearwater-collateral,s3,dev,26.73
cost-3086,2025-07-18,clearwater-collateral,s3,uat,55.70
cost-3087,2025-07-18,clearwater-collateral,s3,prod,203.14
cost-3088,2025-07-18,clearwater-collateral,lambda,dev,8.35
cost-3089,2025-07-18,clearwater-collateral,lambda,uat,12.40
cost-3090,2025-07-18,clearwater-collateral,lambda,prod,50.74
cost-3091,2025-07-18,clearwater-collateral,eks,dev,6.77
cost-3092,2025-07-18,clearwater-collateral,eks,uat,13.67
cost-3093,2025-07-18,clearwater-collateral,eks,prod,46.41
cost-3094,2025-07-18,clearwater-collateral,cloudwatch,dev,4.87
cost-3095,2025-07-18,clearwater-collateral,cloudwatch,uat,8.39
cost-3096,2025-07-18,clearwater-collateral,cloudwatch,prod,31.91
cost-3097,2025-07-19,clearwater-trade,ec2,dev,88.11
cost-3098,2025-07-19,clearwater-trade,ec2,uat,198.13
cost-3099,2025-07-19,clearwater-trade,ec2,prod,655.42
cost-3100,2025-07-19,clearwater-trade,rds,dev,57.13
cost-3101,2025-07-19,clearwater-trade,rds,uat,129.74
cost-3102,2025-07-19,clearwater-trade,rds,prod,447.49
cost-3103,2025-07-19,clearwater-trade,s3,dev,12.91
cost-3104,2025-07-19,clearwater-trade,s3,uat,28.09
cost-3105,2025-07-19,clearwater-trade,s3,prod,81.83
cost-3106,2025-07-19,clearwater-trade,lambda,dev,22.59
cost-3107,2025-07-19,clearwater-trade,lambda,uat,51.84
cost-3108,2025-07-19,clearwater-trade,lambda,prod,205.15
cost-3109,2025-07-19,clearwater-trade,eks,dev,44.92
cost-3110,2025-07-19,clearwater-trade,eks,uat,118.20
cost-3111,2025-07-19,clearwater-trade,eks,prod,355.59
cost-3112,2025-07-19,clearwater-trade,cloudwatch,dev,12.26
cost-3113,2025-07-19,clearwater-trade,cloudwatch,uat,28.42
cost-3114,2025-07-19,clearwater-trade,cloudwatch,prod,92.14
cost-3115,2025-07-19,clearwater-settlement,ec2,dev,61.72
cost-3116,2025-07-19,clearwater-settlement,ec2,uat,135.40
cost-3117,2025-07-19,clearwater-settlement,ec2,prod,541.43
cost-3118,2025-07-19,clearwater-settlement,rds,dev,72.36
cost-3119,2025-07-19,clearwater-settlement,rds,uat,145.60
cost-3120,2025-07-19,clearwater-settlement,rds,prod,473.75
cost-3121,2025-07-19,clearwater-settlement,s3,dev,16.52
cost-3122,2025-07-19,clearwater-settlement,s3,uat,38.80
cost-3123,2025-07-19,clearwater-settlement,s3,prod,134.24
cost-3124,2025-07-19,clearwater-settlement,lambda,dev,26.10
cost-3125,2025-07-19,clearwater-settlement,lambda,uat,56.01
cost-3126,2025-07-19,clearwater-settlement,lambda,prod,188.98
cost-3127,2025-07-19,clearwater-settlement,eks,dev,36.26
cost-3128,2025-07-19,clearwater-settlement,eks,uat,57.63
cost-3129,2025-07-19,clearwater-settlement,eks,prod,229.47
cost-3130,2025-07-19,clearwater-settlement,cloudwatch,dev,11.00
cost-3131,2025-07-19,clearwater-settlement,cloudwatch,uat,23.85
cost-3132,2025-07-19,clearwater-settlement,cloudwatch,prod,69.47
cost-3133,2025-07-19,clearwater-sales,ec2,dev,29.42
cost-3134,2025-07-19,clearwater-sales,ec2,uat,60.68
cost-3135,2025-07-19,clearwater-sales,ec2,prod,187.24
cost-3136,2025-07-19,clearwater-sales,rds,dev,17.17
cost-3137,2025-07-19,clearwater-sales,rds,uat,39.99
cost-3138,2025-07-19,clearwater-sales,rds,prod,112.00
cost-3139,2025-07-19,clearwater-sales,s3,dev,14.66
cost-3140,2025-07-19,clearwater-sales,s3,uat,29.22
cost-3141,2025-07-19,clearwater-sales,s3,prod,97.37
cost-3142,2025-07-19,clearwater-sales,lambda,dev,32.34
cost-3143,2025-07-19,clearwater-sales,lambda,uat,63.23
cost-3144,2025-07-19,clearwater-sales,lambda,prod,227.81
cost-3145,2025-07-19,clearwater-sales,eks,dev,12.16
cost-3146,2025-07-19,clearwater-sales,eks,uat,21.45
cost-3147,2025-07-19,clearwater-sales,eks,prod,85.51
cost-3148,2025-07-19,clearwater-sales,cloudwatch,dev,9.60
cost-3149,2025-07-19,clearwater-sales,cloudwatch,uat,17.94
cost-3150,2025-07-19,clearwater-sales,cloudwatch,prod,64.91
cost-3151,2025-07-19,clearwater-collateral,ec2,dev,14.56
cost-3152,2025-07-19,clearwater-collateral,ec2,uat,29.48
cost-3153,2025-07-19,clearwater-collateral,ec2,prod,90.65
cost-3154,2025-07-19,clearwater-collateral,rds,dev,32.39
cost-3155,2025-07-19,clearwater-collateral,rds,uat,72.52
cost-3156,2025-07-19,clearwater-collateral,rds,prod,216.36
cost-3157,2025-07-19,clearwater-collateral,s3,dev,26.14
cost-3158,2025-07-19,clearwater-collateral,s3,uat,52.97
cost-3159,2025-07-19,clearwater-collateral,s3,prod,169.93
cost-3160,2025-07-19,clearwater-collateral,lambda,dev,6.61
cost-3161,2025-07-19,clearwater-collateral,lambda,uat,14.00
cost-3162,2025-07-19,clearwater-collateral,lambda,prod,53.49
cost-3163,2025-07-19,clearwater-collateral,eks,dev,6.99
cost-3164,2025-07-19,clearwater-collateral,eks,uat,11.47
cost-3165,2025-07-19,clearwater-collateral,eks,prod,50.15
cost-3166,2025-07-19,clearwater-collateral,cloudwatch,dev,4.06
cost-3167,2025-07-19,clearwater-collateral,cloudwatch,uat,9.61
cost-3168,2025-07-19,clearwater-collateral,cloudwatch,prod,29.18
cost-3169,2025-07-20,clearwater-trade,ec2,dev,94.75
cost-3170,2025-07-20,clearwater-trade,ec2,uat,204.46
cost-3171,2025-07-20,clearwater-trade,ec2,prod,638.66
cost-3172,2025-07-20,clearwater-trade,rds,dev,70.72
cost-3173,2025-07-20,clearwater-trade,rds,uat,146.08
cost-3174,2025-07-20,clearwater-trade,rds,prod,465.88
cost-3175,2025-07-20,clearwater-trade,s3,dev,13.18
cost-3176,2025-07-20,clearwater-trade,s3,uat,27.60
cost-3177,2025-07-20,clearwater-trade,s3,prod,90.47
cost-3178,2025-07-20,clearwater-trade,lambda,dev,22.07
cost-3179,2025-07-20,clearwater-trade,lambda,uat,57.90
cost-3180,2025-07-20,clearwater-trade,lambda,prod,180.02
cost-3181,2025-07-20,clearwater-trade,eks,dev,43.78
cost-3182,2025-07-20,clearwater-trade,eks,uat,97.97
cost-3183,2025-07-20,clearwater-trade,eks,prod,359.81
cost-3184,2025-07-20,clearwater-trade,cloudwatch,dev,14.79
cost-3185,2025-07-20,clearwater-trade,cloudwatch,uat,26.76
cost-3186,2025-07-20,clearwater-trade,cloudwatch,prod,76.85
cost-3187,2025-07-20,clearwater-settlement,ec2,dev,68.98
cost-3188,2025-07-20,clearwater-settlement,ec2,uat,153.39
cost-3189,2025-07-20,clearwater-settlement,ec2,prod,425.65
cost-3190,2025-07-20,clearwater-settlement,rds,dev,71.12
cost-3191,2025-07-20,clearwater-settlement,rds,uat,128.15
cost-3192,2025-07-20,clearwater-settlement,rds,prod,533.30
cost-3193,2025-07-20,clearwater-settlement,s3,dev,18.91
cost-3194,2025-07-20,clearwater-settlement,s3,uat,39.71
cost-3195,2025-07-20,clearwater-settlement,s3,prod,128.54
cost-3196,2025-07-20,clearwater-settlement,lambda,dev,23.64
cost-3197,2025-07-20,clearwater-settlement,lambda,uat,56.84
cost-3198,2025-07-20,clearwater-settlement,lambda,prod,205.40
cost-3199,2025-07-20,clearwater-settlement,eks,dev,31.70
cost-3200,2025-07-20,clearwater-settlement,eks,uat,66.66
cost-3201,2025-07-20,clearwater-settlement,eks,prod,264.80
cost-3202,2025-07-20,clearwater-settlement,cloudwatch,dev,10.22
cost-3203,2025-07-20,clearwater-settlement,cloudwatch,uat,24.37
cost-3204,2025-07-20,clearwater-settlement,cloudwatch,prod,81.41
cost-3205,2025-07-20,clearwater-sales,ec2,dev,33.41
cost-3206,2025-07-20,clearwater-sales,ec2,uat,63.63
cost-3207,2025-07-20,clearwater-sales,ec2,prod,215.19
cost-3208,2025-07-20,clearwater-sales,rds,dev,17.33
cost-3209,2025-07-20,clearwater-sales,rds,uat,31.90
cost-3210,2025-07-20,clearwater-sales,rds,prod,110.72
cost-3211,2025-07-20,clearwater-sales,s3,dev,14.60
cost-3212,2025-07-20,clearwater-sales,s3,uat,31.04
cost-3213,2025-07-20,clearwater-sales,s3,prod,105.22
cost-3214,2025-07-20,clearwater-sales,lambda,dev,41.04
cost-3215,2025-07-20,clearwater-sales,lambda,uat,65.47
cost-3216,2025-07-20,clearwater-sales,lambda,prod,258.52
cost-3217,2025-07-20,clearwater-sales,eks,dev,13.43
cost-3218,2025-07-20,clearwater-sales,eks,uat,27.73
cost-3219,2025-07-20,clearwater-sales,eks,prod,96.83
cost-3220,2025-07-20,clearwater-sales,cloudwatch,dev,10.66
cost-3221,2025-07-20,clearwater-sales,cloudwatch,uat,19.84
cost-3222,2025-07-20,clearwater-sales,cloudwatch,prod,64.27
cost-3223,2025-07-20,clearwater-collateral,ec2,dev,13.03
cost-3224,2025-07-20,clearwater-collateral,ec2,uat,29.29
cost-3225,2025-07-20,clearwater-collateral,ec2,prod,91.00
cost-3226,2025-07-20,clearwater-collateral,rds,dev,30.98
cost-3227,2025-07-20,clearwater-collateral,rds,uat,59.72
cost-3228,2025-07-20,clearwater-collateral,rds,prod,238.16
cost-3229,2025-07-20,clearwater-collateral,s3,dev,23.26
cost-3230,2025-07-20,clearwater-collateral,s3,uat,51.50
cost-3231,2025-07-20,clearwater-collateral,s3,prod,170.88
cost-3232,2025-07-20,clearwater-collateral,lambda,dev,7.20
cost-3233,2025-07-20,clearwater-collateral,lambda,uat,14.19
cost-3234,2025-07-20,clearwater-collateral,lambda,prod,46.23
cost-3235,2025-07-20,clearwater-collateral,eks,dev,7.20
cost-3236,2025-07-20,clearwater-collateral,eks,uat,11.09
cost-3237,2025-07-20,clearwater-collateral,eks,prod,47.14
cost-3238,2025-07-20,clearwater-collateral,cloudwatch,dev,4.85
cost-3239,2025-07-20,clearwater-collateral,cloudwatch,uat,9.35
cost-3240,2025-07-20,clearwater-collateral,cloudwatch,prod,35.39
cost-3241,2025-07-21,clearwater-trade,ec2,dev,94.43
cost-3242,2025-07-21,clearwater-trade,ec2,uat,158.36
cost-3243,2025-07-21,clearwater-trade,ec2,prod,570.56
cost-3244,2025-07-21,clearwater-trade,rds,dev,60.75
cost-3245,2025-07-21,clearwater-trade,rds,uat,141.66
cost-3246,2025-07-21,clearwater-trade,rds,prod,511.51
cost-3247,2025-07-21,clearwater-trade,s3,dev,12.24
cost-3248,2025-07-21,clearwater-trade,s3,uat,25.67
cost-3249,2025-07-21,clearwater-trade,s3,prod,98.07
cost-3250,2025-07-21,clearwater-trade,lambda,dev,28.25
cost-3251,2025-07-21,clearwater-trade,lambda,uat,56.20
cost-3252,2025-07-21,clearwater-trade,lambda,prod,206.57
cost-3253,2025-07-21,clearwater-trade,eks,dev,45.88
cost-3254,2025-07-21,clearwater-trade,eks,uat,109.39
cost-3255,2025-07-21,clearwater-trade,eks,prod,394.04
cost-3256,2025-07-21,clearwater-trade,cloudwatch,dev,12.20
cost-3257,2025-07-21,clearwater-trade,cloudwatch,uat,22.19
cost-3258,2025-07-21,clearwater-trade,cloudwatch,prod,100.07
cost-3259,2025-07-21,clearwater-settlement,ec2,dev,69.71
cost-3260,2025-07-21,clearwater-settlement,ec2,uat,146.73
cost-3261,2025-07-21,clearwater-settlement,ec2,prod,489.13
cost-3262,2025-07-21,clearwater-settlement,rds,dev,66.89
cost-3263,2025-07-21,clearwater-settlement,rds,uat,137.65
cost-3264,2025-07-21,clearwater-settlement,rds,prod,446.48
cost-3265,2025-07-21,clearwater-settlement,s3,dev,20.17
cost-3266,2025-07-21,clearwater-settlement,s3,uat,34.35
cost-3267,2025-07-21,clearwater-settlement,s3,prod,107.89
cost-3268,2025-07-21,clearwater-settlement,lambda,dev,24.37
cost-3269,2025-07-21,clearwater-settlement,lambda,uat,53.55
cost-3270,2025-07-21,clearwater-settlement,lambda,prod,201.71
cost-3271,2025-07-21,clearwater-settlement,eks,dev,29.43
cost-3272,2025-07-21,clearwater-settlement,eks,uat,66.45
cost-3273,2025-07-21,clearwater-settlement,eks,prod,225.78
cost-3274,2025-07-21,clearwater-settlement,cloudwatch,dev,11.56
cost-3275,2025-07-21,clearwater-settlement,cloudwatch,uat,19.34
cost-3276,2025-07-21,clearwater-settlement,cloudwatch,prod,79.50
cost-3277,2025-07-21,clearwater-sales,ec2,dev,28.16
cost-3278,2025-07-21,clearwater-sales,ec2,uat,61.52
cost-3279,2025-07-21,clearwater-sales,ec2,prod,244.08
cost-3280,2025-07-21,clearwater-sales,rds,dev,18.95
cost-3281,2025-07-21,clearwater-sales,rds,uat,34.74
cost-3282,2025-07-21,clearwater-sales,rds,prod,145.26
cost-3283,2025-07-21,clearwater-sales,s3,dev,12.66
cost-3284,2025-07-21,clearwater-sales,s3,uat,30.27
cost-3285,2025-07-21,clearwater-sales,s3,prod,108.37
cost-3286,2025-07-21,clearwater-sales,lambda,dev,34.94
cost-3287,2025-07-21,clearwater-sales,lambda,uat,74.99
cost-3288,2025-07-21,clearwater-sales,lambda,prod,258.04
cost-3289,2025-07-21,clearwater-sales,eks,dev,12.64
cost-3290,2025-07-21,clearwater-sales,eks,uat,26.14
cost-3291,2025-07-21,clearwater-sales,eks,prod,87.21
cost-3292,2025-07-21,clearwater-sales,cloudwatch,dev,11.00
cost-3293,2025-07-21,clearwater-sales,cloudwatch,uat,18.51
cost-3294,2025-07-21,clearwater-sales,cloudwatch,prod,60.05
cost-3295,2025-07-21,clearwater-collateral,ec2,dev,14.28
cost-3296,2025-07-21,clearwater-collateral,ec2,uat,23.69
cost-3297,2025-07-21,clearwater-collateral,ec2,prod,109.04
cost-3298,2025-07-21,clearwater-collateral,rds,dev,32.46
cost-3299,2025-07-21,clearwater-collateral,rds,uat,66.23
cost-3300,2025-07-21,clearwater-collateral,rds,prod,201.97
cost-3301,2025-07-21,clearwater-collateral,s3,dev,24.47
cost-3302,2025-07-21,clearwater-collateral,s3,uat,48.66
cost-3303,2025-07-21,clearwater-collateral,s3,prod,162.58
cost-3304,2025-07-21,clearwater-collateral,lambda,dev,7.45
cost-3305,2025-07-21,clearwater-collateral,lambda,uat,12.38
cost-3306,2025-07-21,clearwater-collateral,lambda,prod,53.91
cost-3307,2025-07-21,clearwater-collateral,eks,dev,6.79
cost-3308,2025-07-21,clearwater-collateral,eks,uat,12.15
cost-3309,2025-07-21,clearwater-collateral,eks,prod,44.21
cost-3310,2025-07-21,clearwater-collateral,cloudwatch,dev,4.22
cost-3311,2025-07-21,clearwater-collateral,cloudwatch,uat,7.97
cost-3312,2025-07-21,clearwater-collateral,cloudwatch,prod,31.47
cost-3313,2025-07-22,clearwater-trade,ec2,dev,94.70
cost-3314,2025-07-22,clearwater-trade,ec2,uat,193.22
cost-3315,2025-07-22,clearwater-trade,ec2,prod,619.62
cost-3316,2025-07-22,clearwater-trade,rds,dev,68.86
cost-3317,2025-07-22,clearwater-trade,rds,uat,138.48
cost-3318,2025-07-22,clearwater-trade,rds,prod,496.01
cost-3319,2025-07-22,clearwater-trade,s3,dev,14.16
cost-3320,2025-07-22,clearwater-trade,s3,uat,21.94
cost-3321,2025-07-22,clearwater-trade,s3,prod,84.96
cost-3322,2025-07-22,clearwater-trade,lambda,dev,22.65
cost-3323,2025-07-22,clearwater-trade,lambda,uat,45.86
cost-3324,2025-07-22,clearwater-trade,lambda,prod,186.24
cost-3325,2025-07-22,clearwater-trade,eks,dev,44.75
cost-3326,2025-07-22,clearwater-trade,eks,uat,96.33
cost-3327,2025-07-22,clearwater-trade,eks,prod,366.20
cost-3328,2025-07-22,clearwater-trade,cloudwatch,dev,12.62
cost-3329,2025-07-22,clearwater-trade,cloudwatch,uat,25.34
